movieId,genre_ids,original_title,title,cast_and_crew,year,poster_path
12705,"[28, 35]",Smokey and the Bandit II,Smokey and the Bandit II,"Hal Needham (director); Jerry Belson, Brock Yates (screenplay); Burt Reynolds, Sally Field, Jackie Gleason, Jerry Reed, Dom DeLuise, Paul Williams, Pat McCormick, David Huddleston, Mike Henry, John Anderson, Brenda Lee, The Statler Brothers, ""Mean Joe"" Greene, Mel Tillis, Joe Klecko, Don Williams, Terry Bradshaw, Nancy Lenehan, John Megna, Chuck Yeager, John Robert Nicholson",1980,/cYNZM1xdhOH6NybMcX9E1LPOl3l.jpg
99796,"[35, 10749, 10402, 18]","Those Lips, Those Eyes","Those Lips, Those Eyes","Michael Pressman (director); David Shaber (screenplay); Frank Langella, Glynnis O'Connor, Tom Hulce, Jerry Stiller, Herbert Berghof, Kevin McCarthy, Joseph Maher, George Morfogen",1980,/i6lEkVq3TCWXJxbdcQYpAq0Ly2p.jpg
92323,"[35, 18, 10749]",Willie and Phil,Willie & Phil,"Paul Mazursky (director/screenplay); Michael Ontkean, Margot Kidder, Ray Sharkey, Jan Miner, Tom Brennan, Julie Bovasso, Louis Guss, Kathleen Maguire, Kaki Hunter, Kristine DeBell, Jerry Hall",1980,/eZ9EbDHZ1zg6KQUS75FDgpXCDGq.jpg
24825,"[12, 28, 53]",The Octagon,The Octagon,"Eric Karson (director); Leigh Chapman (screenplay); Chuck Norris, Karen Carlson, Lee Van Cleef, Tadashi Yamashita, Carol Bagdasarian, Richard Norton, Art Hindle, Kim Lankford, Kurt Grayson, Yuki Shimoda, Jack Carter, Ernie Hudson, Larry D. Mann, Aaron Norris, John Fujioka, Michael Norris, Brian Tochi",1980,/nmU47EXTeEWRJDHqX1pa3JnDKrw.jpg
65262,[27],He Knows You're Alone,He Knows You're Alone,"Armand Mastroianni (director); Scott Parker (screenplay); Caitlin O'Heaney, Don Scardino, Elizabeth Kemp, Tom Rolfing, Lewis Arlt, Patsy Pease, James Rebhorn, Dana Barron, Tom Hanks, Paul Gleason, James Carroll, Russell Todd",1980,/90rdztFCRAxQsEfy35cxH9qt3N1.jpg
38539,"[80, 18]",McVicar,McVicar,"Tom Clegg (director/screenplay); John McVicar (screenplay); Roger Daltrey, Adam Faith, Cheryl Campbell, Billy Murray, Georgina Hale, Steven Berkoff, Brian Hall, Matthew Scurfield, Harry Fielder, Ian Hendry, Malcolm Tierney, Robert Walker Jr., James Marcus, Tony Haygarth, Anthony May, Peter Jonfield, Leonard Gregory, Joe Turner, Jeremy Blake, Anthony Trent, Terence Stuart, Charles Cork, Paul Kernber, Ronald Herdman, Tony Rohr, Michael Feast, Richard Simpson, Ricky Parkinson",1980,/uKftNDT2xisKn2QllKNpCkJ9F3y.jpg
14460,"[878, 28, 12]",Battle Beyond the Stars,Battle Beyond the Stars,"Jimmy T. Murakami (director); John Sayles (screenplay); Richard Thomas, Robert Vaughn, George Peppard, John Saxon, Sybil Danning, Darlanne Fluegel, Sam Jaffe, Jeff Corey, Morgan Woodward, Marta Kristen, Earl Boen, Lynn Carlin, Lara Cody, Julia Duffy, John Gowens, Larry Meyers, Steve Davis",1980,/2zFS608xVM8tSm6ykfnGV4ZQfag.jpg
42750,[18],Return of the Secaucus Seven,Return of the Secaucus 7,"John Sayles (director/screenplay); Bruce MacDonald, Maggie Renzi, David Strathairn, Adam LeFevre, Maggie Cousineau, Gordon Clapp, Jean Passanante, Karen Trott, Mark Arnott, John Sayles, Marisa Smith, Amy Schewel, Carolyn Brooks, Eric Forsythe, Nancy Mette",1980,/bBo5W9RcFZepBDU6NZL0z8ycNyt.jpg
73354,"[53, 27]",Phobia,Phobia,"John Huston (director); Peter Bellwood, Lew Lehman, Jimmy Sangster (screenplay); Paul Michael Glaser, Susan Hogan, John Colicos, David Eisner, Lisa Langlois, Alexandra Stewart, Kenneth Welsh, David Bolt, Patricia Collins, Robert O'Ree, Neil Vipond, Marian Waldman",1980,/5WgzICL2IIpFbsAPefmcuihcsaR.jpg
19267,"[28, 35]",The Big Brawl,The Big Brawl,"Robert Clouse (director/screenplay); Jackie Chan, José Ferrer, Kristine DeBell, Mako, Ron Max, David Sheiner, Rosalind Chao, Lenny Montana, Pat E. Johnson, Hard Boiled Haggerty, Chao-Li Chi, Jocelyn Lew, Peter Marc, Gene LeBell, Larry Drake",1980,/3SDWSo51faiK7wKz1EK9asfGzxv.jpg
8393,"[28, 35]",The Gods Must Be Crazy,The Gods Must Be Crazy,"Jamie Uys (director/screenplay); N!xau, Marius Weyers, Sandra Prinsloo, Nic de Jager, Ken Gampu, Brian O'Shaughnessy, Pip Freedman, Jamie Uys, Michael Thys, Louw Verwey, Simon Sabela, Fanyana Sidumo, Joe Seakatsie",1980,/kO7YwEuyTfjXP8plVhmcLf3IlUq.jpg
37835,[28],The Exterminator,The Exterminator,"James Glickenhaus (director/screenplay); Robert Ginty, Samantha Eggar, Christopher George, Steve James, George Lee Cheung, Toni Di Benedetto, Dick Boccelli, Patrick Farrelly, Michele Harrell, David Lipman, Tom Everett, Ned Eisenberg, Irwin Keyes, Cindy Wilks, Dennis Boutsikaris, Mark Buntzman, Tony Munafo, Roger Grimsby, Judy Licht, Stan Getz, Samuel L. Jackson",1980,/8u49TsGXYYR3mkiuJ12GswGtkCA.jpg
38772,"[35, 18]",Melvin and Howard,Melvin and Howard,"Jonathan Demme (director); Bo Goldman (screenplay); Paul Le Mat, Mary Steenburgen, Pamela Reed, Jason Robards, Michael J. Pollard, Jack Kehoe, Rick Lenz, Dabney Coleman, Charles Napier, Melvin Dummar",1980,/3iNYCgcpg0o8pX7DzX0A7zlM5vj.jpg
14929,"[28, 27, 35]",Mother's Day,Mother's Day,"Charles Kaufman (director/screenplay); Warren Leight (screenplay); Nancy Hendrickson, Rose Ross, Robert Collins, Deborah Luce, Tiana Pierce, Gary Pollard, Michael McCleery, Karl Sandys",1980,/qONbGJ5jMb57zThorE5ozHDztDL.jpg
16619,[18],Ordinary People,Ordinary People,"Robert Redford (director); Alvin Sargent (screenplay); Donald Sutherland, Mary Tyler Moore, Judd Hirsch, Timothy Hutton, Elizabeth McGovern, M. Emmet Walsh, Dinah Manoff, Fredric Lehne, James B. Sikking, Basil Hoffman, Quinn Redeker, Mariclare Costello, Meg Mundy, Elizabeth Hubbard, Adam Baldwin, Richard Whiting, Tim Clarke, Scott Doebler",1980,/kPt2AQiSP39g3I1TtAnjSGQwN9S.jpg
11333,"[14, 28, 35, 878]",Poliziotto superpiù,Super Fuzz,"Sergio Corbucci (director/screenplay); Sabatino Ciuffini (screenplay); Terence Hill, Ernest Borgnine, Joanne Dru, Marc Lawrence, Julie Gordon, Lee Sandman, Sal Borghese, Woody Woodbury",1980,/8kSgFV7nvzLVJhmVkq8n4k2VoC0.jpg
27059,"[99, 35, 10402]",Divine Madness,Divine Madness,"Michael Ritchie (director); Jerry Blatt, Bette Midler, Bruce Vilanch (screenplay); Bette Midler",1980,/8fiHLBW50X4WJtnT3wieJ1wQYVu.jpg
32030,"[35, 12]",Hopscotch,Hopscotch,"Ronald Neame (director); Bryan Forbes, Brian Garfield (screenplay); Walter Matthau, Glenda Jackson, Sam Waterston, Ned Beatty, Herbert Lom, George Baker, Ivor Roberts, Lucy Saroyan, Severn Darden, George Pravda, Mike Gwilym, John Bennett Perry, David Matthau, Terry Beaver, Ray Charleson, Jacquelyn Hyde",1980,/7ZTasNoTehrypra0X97zh8Amk3.jpg
112739,[35],In God We Tru$t,In God We Tru$t,"Marty Feldman (director/screenplay); Chris Allen (screenplay); Marty Feldman, Andy Kaufman, Louise Lasser, Peter Boyle, Richard Pryor, Wilfrid Hyde-White, Severn Darden",1980,/bY4x9mBBCn4myhRczrPapcAtCKH.jpg
21873,"[35, 18, 10751]",My Bodyguard,My Bodyguard,"Tony Bill (director); Alan Ormsby (screenplay); Chris Makepeace, Adam Baldwin, Matt Dillon, Martin Mull, Ruth Gordon, John Houseman, Craig Richard Nelson, Kathryn Grody, Joan Cusack, George Wendt, Jennifer Beals, Richard Bradley, Tim Reyna, Dean R. Miller, Hank Salas",1980,/tWz2cZEeqDyOXb53sSYObqh3bQs.jpg
98864,"[18, 14]",Resurrection,Resurrection,"Daniel Petrie (director); Lewis John Carlino (screenplay); Ellen Burstyn, Sam Shepard, Richard Farnsworth, Roberts Blossom, Clifford David, Pamela Payton-Wright, Jeffrey DeMunn, Eva Le Gallienne, Lois Smith, Richard Hamilton, Sylvia Walden, Madeleine Thornton-Sherwood",1980,/eq02BEFlzisuVb0BNSoWOLquPs0.jpg
11337,"[35, 18, 10749]",Stardust Memories,Stardust Memories,"Woody Allen (director/screenplay); Woody Allen, Charlotte Rampling, Jessica Harper, Marie-Christine Barrault, Tony Roberts, Daniel Stern, Amy Wright, Helen Hanft, John Rothman, Anne De Salvo, Leonardo Cimino, Sharon Stone, Jack Rollins, Judith Roberts, Candy Loving, Brent Spiner, Judith Crist, Irwin Keyes, Bonnie Hellman, Cynthia Gibb, Annie Korzen, Largo Woodruff, James Otis, Alice Spivak, Armin Shimerman, Laraine Newman, Louise Lasser, Joe Wilder, Hank Jones, Richie Pratt, Arvell Shaw, Earl Shendell, William Zinsser",1980,/y1EHgpL2hMVRcr6tIOy7VGLxaPs.jpg
44932,"[27, 878]",Without Warning,Without Warning,"Greydon Clark (director); Lyn Freeman, Daniel Grodnik, Ben Nett, Steve Mathis (screenplay); Jack Palance, Martin Landau, Tarah Nutter, Christopher S. Nelson, Cameron Mitchell, Neville Brand, Ralph Meeker, Darby Hinton, David Caruso, Lynn Thell, Sue Ane Langdon, Larry Storch, Kevin Peter Hall",1980,/hKZ4ZVuHoph9bXZ0v9w9FmM20H3.jpg
95324,"[35, 18, 10749]",Coast to Coast,Coast to Coast,"Joseph Sargent (director); Stanley Weiser (screenplay); Dyan Cannon, Robert Blake, Quinn Redeker, Michael Lerner, Maxine Stuart, William Lucking, Rozelle Gayle, George P. Wilbur, Darwin Joston, Dick Durock, Cassandra Peterson, Karen Montgomery, Vicki Frederick, John Roselius",1980,/cvWVciJkLlY2zyXZUPfbMPX9iNr.jpg
28614,"[80, 18, 9648, 53]",The First Deadly Sin,The First Deadly Sin,"Brian G. Hutton (director); Mann Rubin (screenplay); Frank Sinatra, Faye Dunaway, James Whitmore, David Dukes, Brenda Vaccaro, Martin Gabel, Anthony Zerbe, George Coe, Joe Spinell, Jeffrey DeMunn, Bruce Willis",1980,/uAP2EaHPLTaSuLtyYuDJ8DE4sr6.jpg
10889,"[80, 18, 53]",Gloria,Gloria,"John Cassavetes (director/screenplay); Gena Rowlands, Julie Carmen, Buck Henry, John Adames, Lupe Garnica, John Finnegan, Tom Noonan, J.C. Quinn, Sonny Landham, Lawrence Tierney",1980,/mrYZInXp0JEoZYXs0Z108l2jN0C.jpg
36460,"[35, 53]",The Man with Bogart's Face,The Man with Bogart's Face,"Robert Day (director); Andrew J. Fenady (screenplay); Robert Sacchi, Franco Nero, Michelle Phillips, Olivia Hussey, Misty Rowe, Victor Buono, Sybil Danning, Herbert Lom, Richard Bakalyan, Gregg Palmer, Jay Robinson, George Raft, Yvonne De Carlo, Mike Mazurki, Henry Wilcoxon, Victor Sen Yung",1980,/77nNaCecAyWIwWVhKsAGbQFTiPe.jpg
38147,"[14, 35]","Oh, God! Book II","Oh, God! Book II","Gilbert Cates (director); Josh Greenfeld, Hal Goldman, Fred S. Fox, Seaman Jacobs, Melissa Miller (screenplay); George Burns, Suzanne Pleshette, David Birney, Louanne Sirota, John Louie, Wilfrid Hyde-White, Conrad Janis, Hans Conried",1980,/x73T2sO9vTfTI3fDoEgSmxNWIuz.jpg
42157,[18],One Trick Pony,One-Trick Pony,"Robert M. Young (director); Paul Simon (screenplay); Paul Simon, Blair Brown, Rip Torn, Joan Hackett, Allen Garfield, Mare Winningham, Michael Pearlman, Lou Reed, Steve Gadd, Eric Gale, Tony Levin, Richard Tee, Harry Shearer, Daniel Stern, Sam & Dave, The Lovin' Spoonful, Tiny Tim, The B-52's, David Sanborn",1980,/1oZ2woWs1Fjst9CIHgSHx5VnAJ2.jpg
16633,"[18, 14, 10749]",Somewhere in Time,Somewhere in Time,"Jeannot Szwarc (director); Richard Matheson (screenplay); Christopher Reeve, Jane Seymour, Christopher Plummer, Teresa Wright, Bill Irwin, George Voskovec, Susan French, John Alvin, Eddra Gale, Tim Kazurinsky, Richard Matheson, William H. Macy, Sean Hayden, Ali Matheson",1980,/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg
40969,"[27, 53]",Terror Train,Terror Train,"Roger Spottiswoode (director); T.Y. Drake (screenplay); Jamie Lee Curtis, Ben Johnson, Hart Bochner, Timothy Webber, Anthony Sherwood, Joy Boushel, D.D. Winters, Howard Busgang, David Copperfield, Sandee Currie, Derek MacKinnon, Elizabeth Cholette, Don Lamoreux, Steve Michaels, Charles Biddle Sr., Thom Haverstock, Greg Swanson",1980,/jeDVKkeCk9U75a0TZ4mezylXy3j.jpg
1955,"[18, 36]",The Elephant Man,The Elephant Man,"David Lynch (director/screenplay); Christopher De Vore, Eric Bergren (screenplay); Anthony Hopkins, John Hurt, Anne Bancroft, John Gielgud, Wendy Hiller, Hannah Gordon, Freddie Jones, Michael Elphick, Dexter Fletcher, Helen Ryan, John Standing, Lesley Dunlop, Phoebe Nicholls, W. Morgan Sheppard, Kenny Baker, Pat Gorman, Pauline Quirke, Nula Conwell",1980,/3SInR81qnXjY7Or5qXyiQLmWfEh.jpg
214181,"[35, 10749]",It's My Turn,It's My Turn,"Claudia Weill (director); Eleanor Bergstein (screenplay); Jill Clayburgh, Michael Douglas, Charles Grodin, Beverly Garland, Steven Hill, Jennifer Salt, Dianne Wiest, Daniel Stern",1980,/30KQZC3diIdDJb7ECjPcPtHAS4Y.jpg
11953,"[28, 18, 36, 10752]",影武者,Kagemusha,"Akira Kurosawa (director/screenplay); Masato Ide (screenplay); Tatsuya Nakadai, Tsutomu Yamazaki, Kenichi Hagiwara, Jinpachi Nezu, Hideji Ōtaki, Daisuke Ryu, Masayuki Yui, Kaori Momoi, Mitsuko Baisho, Hideo Murota, Takayuki Shiho, Kōji Shimizu, Takashi Shimura, Kamatari Fujiwara, Noburo Shimizu, Sen Yamamoto, Shuhei Sugimori, Elichi Kanakubo, Francis Selleck",1980,/ag3sgXg27j8NTaIbWoODIFiikfw.jpg
10765,[35],Private Benjamin,Private Benjamin,"Howard Zieff (director); Nancy Meyers, Charles Shyer, Harvey Miller (screenplay); Goldie Hawn, Eileen Brennan, Armand Assante, Robert Webber, Richard Herd, Sam Wanamaker, Barbara Barrie, Gretchen Wyler, Mary Kay Place, Harry Dean Stanton, Hal Williams, P.J. Soles, Craig T. Nelson, Albert Brooks, Alan Oppenheimer, Toni Kalem, Damita Jo Freeman, Alston Ahern, Lee Wallace, Danny Wells",1980,/maIiPNXddZXKHQCi0HyULd5kces.jpg
40034,"[18, 27, 53, 35]",Fade to Black,Fade to Black,"Vernon Zimmerman (director/screenplay); Dennis Christopher, Tim Thomerson, Norman Burton, Morgan Paull, Gwynne Gilford, Eve Brent Ashe, James Luisi, Linda Kerridge, John Steadman, Mickey Rourke, Peter Horton, Melinda O. Fee, Marcie Barkin",1980,/wQA5HMwryIjOwnmN6uumCz6mjJs.jpg
107414,"[35, 10749]",Foolin' Around,Foolin' Around,"Richard T. Heffron (director); Michael Kane, David Swift (screenplay); Gary Busey, Annette O'Toole, Eddie Albert, Tony Randall, Cloris Leachman, Michael Talbott, John Calvin, William H. Macy",1980,/zCItqBggjaVhDnvALuXyCHDnSKc.jpg
242758,"[35, 10749]",Loving Couples,Loving Couples,"Jack Smight (director); Martin Donovan (screenplay); Shirley MacLaine, James Coburn, Susan Sarandon, Stephen Collins, Sally Kellerman, Nan Martin, Anne Bloom, Helena Carroll, Marilyn Chris, Pat Corley, Michael Currie, John de Lancie, Peter Hobbs, Sam Weisman",1980,/zfMaLd2LkOhOTGgMkVyJ3KQX4vK.jpg
79823,"[18, 27, 9648]",Schizoid,Schizoid,"David Paulsen (director/screenplay); Klaus Kinski, Marianna Hill, Craig Wasson, Donna Wilkes, Christopher Lloyd, Richard Herd, Joe Regalbuto, Flo Gerrish, Kiva Lawrence",1980,/5lgnTYvJHIMu6zivRCJnfQ36VAL.jpg
76411,"[18, 10402]",Times Square,Times Square,"Allan Moyle (director); Jacob Brackman (screenplay); Tim Curry, Trini Alvarado, Robin Johnson, Peter Coffield, Herbert Berghof, David Margulies, Anna Maria Horsford, Michael Margotta, J.C. Quinn, Tim Choate, Elizabeth Peña, Steve James, Jay Acovone",1980,/3spOb7axpUPPe07QIjzac7vcsm0.jpg
30924,"[35, 27]",Motel Hell,Motel Hell,"Kevin Connor (director); Robert Jaffe, Steven-Charles Jaffe (screenplay); Rory Calhoun, Paul Linke, Nancy Parsons, Nina Axelrod, Wolfman Jack, Elaine Joyce, Monique St. Pierre, Rosanne Katon, John Ratzenberger, Dick Curtis, E. Hampton Beagle, Everett Creach, Michael Melvin, Victoria Hartman, Gwil Richards, Toni Gillman, Marc Silver, Shaylin Hendrixson, Heather Hendrixson",1980,/sb63i9ZDqin0Mh37B5sLiZSQY6A.jpg
39176,[27],The Awakening,The Awakening,"Mike Newell (director); Chris Bryant, Allan Scott, Clive Exton (screenplay); Charlton Heston, Susannah York, Jill Townsend, Stephanie Zimbalist, Patrick Drury, Bruce Myers, Nadim Sawalha, Ian McDiarmid, Ahmed Osman, Miriam Margoyles, Michael Mellinger, Leonard Maguire, Ishia Bennison, Madhav Sharma, Chris Fairbanks, Michael Halphie",1980,/3nHKBehsbgWMff79ICGtVpO7TJt.jpg
8490,"[28, 80, 18]",Borderline,Borderline,"Jerrold Freedman (director/screenplay); Steve Kline (screenplay); Charles Bronson, Ed Harris, Bruno Kirby, Wilford Brimley, Michael Lerner, Bert Remsen, Kenneth McMillan, Karmin Murcelo, Norman Alden, John Ashton, Charles Cyphers, Enrique Castillo",1980,/IeZcWR5ujsJNdCSyIylmGlzLJ2.jpg
138100,"[10749, 35, 18]",Les Séducteurs,Sunday Lovers,"Bryan Forbes, Édouard Molinaro, Gene Wilder, Dino Risi (directors); Leslie Bricusse, Agenore Incrocci, Furio Scarpelli, Francis Veber, Gene Wilder (screenplay); Gene Wilder, Roger Moore, Kathleen Quinlan, Lino Ventura, Ugo Tognazzi, Priscilla Barnes, Lynn Redgrave, Liù Bosisio, Denholm Elliott, Sylva Koscina, Beba Lončar, Rossana Podestà, Milena Vukotic, Robert Webber, Madeleine Barbulée, Lory Del Santo, Luis Ávalos, Catherine Spaak, Francesco D'Adda, Catherine Salviat, George Hillsden, Adelita Requena, Tommy Duggan, Pierre Douglas, Michèle Montel, Gino Da Ronch, Gianfilippo Carcano, Vittorio Zarfati, María Teresa Lombardo, Dianne Crittenden, Randolph Dobbs",1980,/6DZra0HxFZNXdsLDbGjbu830omu.jpg
261794,[18],Touched by Love,Touched by Love,"Gus Trikonis (director); Hesper Anderson (screenplay); Diane Lane, Deborah Raffin, Michael Learned, John Amos, Cristina Raines, Mary Wickes, Clu Gulager",1980,/kXfqcs3OWxOr01zq0NALsEFJvMX.jpg
315838,"[27, 35]",Witches' Brew,Witches' Brew,"Richard Shorr (director/screenplay); Syd Dutton (screenplay); Teri Garr, Richard Benjamin, Lana Turner, Kathryn Leigh Scott, Jordan Charney, Angus Scrimm, James Winkler, Bill Sorrells, Kelly Jean Peters, Nathan Roth, Bonnie Gondel",1980,/jbFMriFNNOD1QEjg8QIdVQt2PXM.jpg
14807,"[9648, 80, 53, 18]",The Long Good Friday,The Long Good Friday,"John Mackenzie (director); Barrie Keeffe (screenplay); Bob Hoskins, Helen Mirren, Bryan Marshall, Derek Thompson, Eddie Constantine, Dave King, P.H. Moriarty, Paul Freeman, Stephen Davies, Brian Hall, Paul Barber, Pauline Melville, Nigel Humphreys, Karl Howman, Gillian Taylforth, Dexter Fletcher, Pierce Brosnan, Daragh O'Malley, Kevin McNally",1980,/pXS667me5Jfoj1b0xuxgjEMKunF.jpg
40220,[27],The Boogey Man,The Boogeyman,"Ulli Lommel (director/screenplay); Suzanna Love, John Carradine, Ron James, Nicholas Love, Raymond Boyden",1980,/vS1lsy2IhuoP8ytdwfOtGRhWU5.jpg
27230,"[27, 53]",Christmas Evil,Christmas Evil,"Lewis Jackson (director/screenplay); Brandon Maggart, Jeffrey DeMunn, Dianne Hull, Andy Fenwick, Mark Chamberlin, Peter Friedman, Patricia Richardson, Mark Margolis, Rutanya Alda, Joe Jamrog, Peter Neuman, Scott McKay, Gus Salud, Wally Moran, Burt Kleiner",1980,/9GGAoIfXLFXE7L5gs69lf6rIz8.jpg
15119,[28],Shogun Assassin,Shogun Assassin,"Robert Houston (director/screenplay); David Weisman, Kazuo Koike (screenplay); Tomisaburo Wakayama, Kayo Matsuo, Akiji Kobayashi, Shin Kishida, Taketoshi Naito, Akihiro Tomikawa, Reiko Kasahara, Minoru Ooki, Shougen Nitta, Tokio Ooki",1980,/t376p5q8zvhyQ2FOroytJsRvlL8.jpg
42159,"[18, 10749, 10402]",The Idolmaker,The Idolmaker,"Taylor Hackford (director); Edward di Lorenzo (screenplay); Ray Sharkey, Peter Gallagher, Joe Pantoliano, Tovah Feldshuh, Paul Land, Maureen McCormick, Olympia Dukakis, John Aprea",1980,/f2ZliAygp7xYA2ztWlP2MW8cAtk.jpg
1578,[18],Raging Bull,Raging Bull,"Martin Scorsese (director); Paul Schrader, Mardik Martin (screenplay); Robert De Niro, Joe Pesci, Cathy Moriarty, Nicholas Colasanto, Theresa Saldana, Frank Vincent, Lori Anne Flax, Mario Gallo, Frank Adonis, Joseph Bono, Frank Topham, Charles Scorsese, Geraldine Smith, Candy Moore, James V. Christy, Peter Savage, Don Dunphy, McKenzie Westmore, Gene LeBell, Shay Duffin, Martin Scorsese, John Turturro, Coley Wallace, Johnny Barnes, Bill Hanrahan, Kevin Mahon, Eddie Mustafa Muhammad, Floyd Anderson, Johnny Turner, Louis Raftis",1980,/1WV7WlTS8LI1L5NkCgjWT9GSW3O.jpg
10935,"[18, 37, 10749]",Heaven's Gate,Heaven's Gate,"Michael Cimino (director/screenplay); Kris Kristofferson, Christopher Walken, John Hurt, Sam Waterston, Brad Dourif, Isabelle Huppert, Jeff Bridges, Joseph Cotten, Geoffrey Lewis, Paul Koslo, Richard Masur, Ronnie Hawkins, Terry O'Quinn, Tom Noonan, Mickey Rourke, Willem Dafoe, Roseanne Vela, Nicholas Woodeson",1980,/kW4Vk31nhtKPKGuYMaVATq3wcHC.jpg
49069,"[14, 35, 878, 10402]",The Apple,The Apple,"Menahem Golan (director/screenplay); Catherine Mary Stewart, Allan Love, Grace Kennedy, George Gilmour, Joss Ackland, Vladek Sheybal, Ray Shell, Miriam Margoyles, Derek Deadman, George S. Clinton, Finola Hughes, Femi Taylor, John Chester, Michael Logan, Francesca Poston, Leslie Meadows, Gunter Notthoff, Clem Davies, Coby Recht, Iris Recht",1980,/e6Ly5hSHcVOBrhIgj8SMsu50smy.jpg
57082,[18],Babylon,Babylon,"Franco Rosso (director/screenplay); Martin Stellman (screenplay); Brinsley Forde, Karl Howman, Trevor Laird, T-Bone Wilson, Mel Smith, Stefan Kalipha, Mark Monero, Alan Igbon, King Sounds, Maggie Steed, Mikey Campbell, Angus Zeb, David Gant, Gary Whelan, Vilma Hollingbery, Jah Shaka, Brian Bovell, Victor Romero Evans, David N. Haynes, Archie Pool, Beverly Michaels, Beverley Dublin, Granville Garner, David Cunningham, Cosmo Laidlaw, Yvonne Agard, Donovan Platt, Anthony Trent, Patrick Worrall, Malcolm Frederick, Cynthia Powell, Ann Duncan",1980,/sbh5cwdoZ5TPE4JDO0Z7HGLa4IX.jpg
165243,"[10402, 99]",Rockshow,Rockshow,"Paul McCartney, Linda McCartney, Denny Laine, Jimmy McCulloch, Joe English",1980,/fxCi1Mv7N6NSdljQoV5ljHnGXpH.jpg
60816,"[18, 10749, 35]",A Change of Seasons,A Change of Seasons,"Richard Lang (director); Erich Segal, Martin Ransohoff, Ronni Kern, Fred Segal (screenplay); Shirley MacLaine, Anthony Hopkins, Bo Derek, Michael Brandon, Mary Beth Hurt, Edward Winter, K Callan, Rod Colbin, Steve Eastin, Billy Beck, Karen Philipp, Paul Bryar",1980,/eFjpzGCbb02D7lvpre1hNOLJ0Wm.jpg
42158,"[18, 10749, 10402]",The Competition,The Competition,"Joel Oliansky (director/screenplay); Richard Dreyfuss, Amy Irving, Lee Remick, Sam Wanamaker, Joseph Cali, Gloria Stroock, Priscilla Pointer, James B. Sikking, Ty Henderson, Vicki Kriegler, Adam Stern, Bea Silvern, Philip Sterling, Delia Salvi",1980,/14iMtdJY3HjwrmqPUZ55F4LzuCd.jpg
3604,"[878, 12, 28]",Flash Gordon,Flash Gordon,"Mike Hodges (director); Lorenzo Semple Jr. (screenplay); Sam J. Jones, Melody Anderson, Max von Sydow, Topol, Ornella Muti, Timothy Dalton, Brian Blessed, Peter Wyngarde, Mariangela Melato, Richard O'Brien, John Osborne, Philip Stone, John Hallam, Suzanne Danielle, John Morton, William Hootkins, Robbie Coltrane, Peter Duncan, John Hollis, Leon Greene, Tony Scannell, Bogdan Kominowski, George Harris, Deep Roy, Bob Goody, Kenny Baker, Malcolm Dixon",1980,/5PyiSSJ6lVsY8IbmPHBo1sp596h.jpg
11335,"[28, 12, 35, 10751]",Popeye,Popeye,"Robert Altman (director); Jules Feiffer (screenplay); Robin Williams, Shelley Duvall, Paul L. Smith, Paul Dooley, Richard Libertini, Ray Walston, Donald Moffat, Roberta Maxwell, Donovan Scott, Allan F. Nicholls, Bill Irwin, Sharon Kinney, Linda Hunt, Geoff Hoyle, Wayne Robson, Klaus Voormann, Van Dyke Parks, Dennis Franz, Carlos Brown, Jack Mercer, John Wallace, MacIntyre Dixon, Wesley Ivan Hurt, Peter Bray",1980,/hCCp4pESgYY6uTFARYf4UYV1BdU.jpg
21629,[35],Stir Crazy,Stir Crazy,"Sidney Poitier (director); Bruce Jay Friedman (screenplay); Gene Wilder, Richard Pryor, Georg Stanford Brown, JoBeth Williams, Miguel Ángel Suárez, Craig T. Nelson, Barry Corbin, Charles Weldon, Nicolas Coster, Joel Brooks, Jonathan Banks, Erland Van Lidth, Cedrick Hardman, Luis Ávalos, Esther Sutherland, Pamela Poitier, Claudia Cron, Grand L. Bush, Lee Purcell, Lewis Van Bergen, Franklin Ajaye, Alvin Ing, Herbert Hirschman, Mickey Jones, Billy Beck",1980,/ehCdQewg9SxjhnimJrKwNKbr80C.jpg
17169,"[28, 12, 35]",Any Which Way You Can,Any Which Way You Can,"Buddy Van Horn (director); Stanford Sherman, Jeremy Joe Kronsberg (screenplay); Clint Eastwood, Sondra Locke, Geoffrey Lewis, Ruth Gordon, William Smith, Barry Corbin, Harry Guardino, Michael Cavanaugh, James Gammon, John Quade, Al Ruscio, Jack Murdock, George Murdock, Dick Durock, Camila Ashlend, Anne Ramsey, Logan Ramsey, Jim Stafford, Michael Talbott, Mark L. Taylor, Jack Thibeau, Charles Walker",1980,/fGP1rB0MapjDyR0lCjYa6AhjQ1i.jpg
20681,"[53, 28, 12]",The Dogs of War,The Dogs of War,"John Irvin (director); Gary DeVore, George Malko (screenplay); Christopher Walken, Tom Berenger, Colin Blakely, Hugh Millais, Paul Freeman, Jean-François Stévenin, JoBeth Williams, Maggie Scott, Robert Urquhart, Winston Ntshona, Pedro Armendáriz Jr., Harlan Cary Poe, Ed O'Neill, Shane Rimmer, George Harris, David Schofield, Terence Rigby, Olu Jacobs, Alan Beckwith, Jim Broadbent",1980,/zAVFOLcjqYoEDYBF7UPNY4DIV2I.jpg
